,TF,Target,Label
1640,445,116,1
1641,445,160,1
1642,445,204,1
1643,445,125,1
1644,446,221,1
1645,446,171,1
1646,446,4,1
1647,446,460,1
1648,446,824,1
1649,446,812,1
1650,446,402,1
1651,446,589,1
1652,446,1113,1
1653,446,288,1
1654,446,495,1
1655,446,961,1
1656,446,1032,1
1657,446,816,1
1658,446,648,1
1659,446,280,1
1660,446,1106,1
1661,446,813,1
1662,446,987,1
1663,446,34,1
1664,446,443,1
1665,446,118,1
1666,446,185,1
1667,448,83,1
1668,448,477,1
1669,448,426,1
1670,448,640,1
1671,448,655,1
1672,450,1113,1
1673,450,602,1
1674,450,1023,1
1675,450,727,1
1676,453,170,1
1677,453,1026,1
1678,453,4,1
1679,453,192,1
1680,453,68,1
1681,455,908,1
1682,455,133,1
1683,455,421,1
1684,455,324,1
1685,455,501,1
1686,455,912,1
1687,455,445,1
1688,455,706,1
1689,456,247,1
1690,456,817,1
1691,456,536,1
1692,456,167,1
1693,457,559,1
1694,458,1067,1
1695,458,81,1
1696,458,1102,1
1697,458,881,1
1698,458,210,1
1699,458,935,1
1700,458,238,1
1701,459,748,1
1702,459,917,1
1703,459,1004,1
1704,459,177,1
1705,459,765,1
1706,459,817,1
1707,459,167,1
1708,459,221,1
1709,459,595,1
1710,459,411,1
1711,460,837,1
1712,460,495,1
1713,460,212,1
1714,460,7,1
1715,460,125,1
1716,460,1117,1
1717,460,118,1
1718,460,912,1
1719,460,816,1
1720,460,1061,1
1721,460,85,1
1722,460,425,1
1723,460,286,1
1724,460,989,1
1725,460,649,1
1726,460,355,1
1727,460,415,1
1728,460,501,1
1729,460,1042,1
1730,460,922,1
1731,460,480,1
1732,460,987,1
1733,460,842,1
1734,460,1072,1
1735,460,217,1
1736,460,407,1
1737,460,171,1
1738,460,181,1
1739,460,629,1
1740,460,83,1
1741,460,4,1
1742,460,611,1
1743,460,777,1
1744,460,745,1
1745,460,34,1
1746,460,575,1
1747,460,288,1
1748,460,221,1
1749,460,483,1
1750,460,823,1
1751,460,435,1
1752,460,31,1
1753,460,680,1
1754,460,10,1
1755,460,648,1
1756,466,843,1
1757,466,292,1
1758,466,628,1
1759,466,97,1
1760,468,842,1
1761,468,83,1
1762,468,495,1
1763,468,589,1
1764,468,10,1
1765,468,460,1
1766,468,629,1
1767,468,185,1
1768,475,364,1
1769,475,223,1
1770,475,423,1
1771,475,443,1
1772,475,551,1
1773,475,250,1
1774,475,976,1
1775,475,868,1
1776,475,617,1
1777,475,654,1
1778,475,123,1
1779,475,846,1
1780,477,848,1
1781,477,1117,1
1782,477,640,1
1783,477,426,1
1784,477,867,1
1785,477,448,1
1786,477,55,1
1787,479,279,1
1788,479,270,1
1789,479,789,1
1790,479,756,1
1791,479,985,1
1792,479,648,1
1793,479,867,1
1794,479,1079,1
1795,480,160,1
1796,480,987,1
1797,480,1041,1
1798,480,501,1
1799,480,355,1
1800,481,402,1
1801,481,812,1
1802,481,1053,1
1803,481,65,1
1804,482,292,1
1805,482,402,1
1806,482,813,1
1807,482,976,1
1808,482,287,1
1809,483,589,1
1810,483,987,1
1811,483,961,1
1812,483,460,1
1813,484,782,1
1814,484,989,1
1815,484,595,1
1816,484,1032,1
1817,484,851,1
1818,484,976,1
1819,484,118,1
1820,486,977,1
1821,486,542,1
1822,489,614,1
1823,489,479,1
1824,495,680,1
1825,495,500,1
1826,495,10,1
1827,495,221,1
1828,495,745,1
1829,495,528,1
1830,495,1111,1
1831,495,292,1
1832,495,629,1
1833,495,1022,1
1834,495,611,1
1835,495,987,1
1836,495,649,1
1837,495,733,1
1838,495,288,1
1839,495,185,1
1840,495,837,1
1841,495,1032,1
1842,495,777,1
1843,495,1099,1
1844,495,961,1
1845,495,7,1
1846,495,460,1
1847,495,79,1
1848,495,501,1
1849,495,83,1
1850,495,980,1
1851,495,816,1
1852,495,976,1
1853,495,425,1
1854,495,415,1
1855,495,43,1
1856,495,103,1
1857,495,346,1
1858,495,85,1
1859,495,648,1
1860,495,994,1
1861,495,4,1
1862,495,118,1
1863,500,922,1
1864,500,648,1
1865,500,1117,1
1866,500,185,1
1867,500,125,1
1868,500,980,1
1869,500,532,1
1870,500,680,1
1871,500,611,1
1872,500,460,1
1873,500,987,1
1874,500,733,1
1875,501,393,1
1876,501,961,1
1877,501,987,1
1878,501,680,1
1879,501,919,1
1880,501,1055,1
1881,501,1032,1
1882,501,435,1
1883,501,446,1
1884,501,204,1
1885,501,1099,1
1886,501,611,1
1887,501,79,1
1888,501,185,1
1889,501,1072,1
1890,501,116,1
1891,501,118,1
1892,501,976,1
1893,501,355,1
1894,501,350,1
1895,501,286,1
1896,501,989,1
1897,501,328,1
1898,501,495,1
1899,501,160,1
1900,501,34,1
1901,502,100,1
1902,502,588,1
1903,502,857,1
1904,502,1113,1
1905,502,898,1
1906,509,426,1
1907,509,733,1
1908,509,83,1
1909,509,1117,1
1910,514,588,1
1911,514,236,1
1912,514,292,1
1913,514,65,1
1914,515,867,1
1915,515,874,1
1916,515,182,1
1917,515,616,1
1918,515,374,1
1919,515,782,1
1920,515,921,1
1921,515,1028,1
1922,515,727,1
1923,515,536,1
1924,519,775,1
1925,519,328,1
1926,519,835,1
1927,519,40,1
1928,519,2,1
1929,519,552,1
1930,519,1079,1
1931,519,416,1
1932,522,417,1
1933,524,774,1
1934,524,269,1
1935,524,880,1
1936,524,1090,1
1937,524,356,1
1938,524,393,1
1939,524,253,1
1940,525,74,1
1941,527,919,1
1942,527,908,1
1943,527,455,1
1944,527,324,1
1945,527,8,1
1946,528,912,1
1947,528,745,1
1948,528,1042,1
1949,528,980,1
1950,528,994,1
1951,528,7,1
1952,528,961,1
1953,528,425,1
1954,528,1111,1
1955,528,575,1
1956,528,772,1
1957,528,79,1
1958,528,407,1
1959,532,680,1
1960,532,125,1
1961,532,415,1
1962,532,225,1
1963,532,1117,1
1964,532,212,1
1965,532,676,1
1966,532,426,1
1967,532,83,1
1968,532,1111,1
1969,532,987,1
1970,532,500,1
1971,532,648,1
1972,532,1061,1
1973,532,922,1
1974,532,10,1
1975,532,733,1
1976,532,649,1
1977,533,857,1
1978,533,727,1
1979,533,428,1
1980,533,775,1
1981,533,148,1
1982,533,867,1
1983,533,328,1
1984,533,249,1
1985,536,765,1
1986,536,426,1
1987,536,515,1
1988,536,456,1
1989,536,760,1
1990,536,448,1
1991,536,364,1
1992,536,817,1
1993,536,477,1
1994,536,640,1
1995,536,1032,1
1996,536,989,1
1997,536,655,1
1998,538,279,1
1999,538,1064,1
2000,538,867,1
2001,542,486,1
2002,542,685,1
2003,542,613,1
2004,542,867,1
2005,543,21,1
2006,547,1095,1
2007,547,903,1
2008,547,554,1
2009,547,772,1
2010,551,76,1
2011,551,502,1
2012,551,100,1
2013,551,475,1
2014,551,812,1
2015,551,754,1
2016,551,170,1
2017,551,868,1
2018,554,633,1
2019,555,889,1
2020,555,645,1
2021,555,225,1
2022,555,559,1
2023,555,242,1
2024,555,929,1
2025,555,1119,1
2026,555,628,1
2027,555,245,1
2028,555,34,1
2029,555,292,1
2030,555,782,1
2031,555,906,1
2032,558,304,1
2033,558,1102,1
2034,559,645,1
2035,559,555,1
2036,559,34,1
2037,559,196,1
2038,559,1032,1
2039,559,242,1
2040,559,889,1
2041,559,409,1
2042,559,628,1
2043,559,457,1
2044,559,906,1
2045,559,1064,1
2046,562,6,1
2047,564,712,1
2048,564,465,1
2049,564,754,1
2050,567,118,1
2051,567,917,1
2052,567,167,1
2053,567,34,1
2054,567,817,1
2055,567,848,1
2056,567,1032,1
2057,567,631,1
2058,567,989,1
2059,574,65,1
2060,574,588,1
2061,575,495,1
2062,575,7,1
2063,575,961,1
2064,575,407,1
2065,575,1042,1
2066,575,980,1
2067,575,994,1
2068,575,31,1
2069,575,987,1
2070,575,1073,1
2071,575,528,1
2072,575,79,1
2073,575,912,1
2074,576,787,1
2075,576,691,1
2076,576,1033,1
2077,576,743,1
2078,576,2,1
2079,576,416,1
2080,576,409,1
2081,582,564,1
2082,582,515,1
2083,582,293,1
2084,582,552,1
2085,582,182,1
2086,582,736,1
2087,582,81,1
2088,582,475,1
2089,582,279,1
2090,582,329,1
2091,582,1079,1
2092,582,727,1
2093,582,95,1
2094,582,995,1
2095,582,269,1
2096,582,967,1
2097,582,1033,1
2098,582,705,1
2099,582,99,1
2100,586,828,1
2101,588,196,1
2102,588,481,1
2103,588,214,1
2104,588,402,1
2105,588,681,1
2106,588,514,1
2107,588,1053,1
2108,588,901,1
2109,588,1113,1
2110,588,705,1
2111,588,817,1
2112,588,868,1
2113,588,319,1
2114,588,812,1
2115,588,1023,1
2116,588,712,1
2117,588,446,1
2118,588,1010,1
2119,588,502,1
2120,588,343,1
2121,588,298,1
2122,588,713,1
2123,588,989,1
2124,588,578,1
2125,589,495,1
2126,589,426,1
2127,589,532,1
2128,589,575,1
2129,589,994,1
2130,589,987,1
2131,589,217,1
2132,589,908,1
2133,589,83,1
2134,589,346,1
2135,589,212,1
2136,589,528,1
2137,589,680,1
2138,589,280,1
2139,589,43,1
2140,589,912,1
2141,589,221,1
2142,589,103,1
2143,589,733,1
2144,589,446,1
2145,589,842,1
2146,589,79,1
2147,589,31,1
2148,589,777,1
2149,589,1042,1
2150,589,125,1
2151,589,483,1
2152,589,989,1
2153,589,772,1
2154,589,362,1
2155,589,629,1
2156,589,648,1
2157,589,286,1
2158,589,4,1
2159,589,501,1
2160,589,7,1
2161,589,415,1
2162,589,10,1
2163,594,867,1
2164,595,1032,1
2165,595,167,1
2166,595,484,1
2167,595,989,1
2168,595,221,1
2169,595,177,1
2170,595,640,1
2171,595,567,1
2172,595,34,1
2173,595,917,1
2174,597,176,1
2175,597,702,1
2176,597,354,1
2177,597,1001,1
2178,598,189,1
2179,598,1003,1
2180,598,34,1
2181,598,1065,1
2182,598,998,1
2183,598,917,1
2184,598,1041,1
2185,598,830,1
2186,598,867,1
2187,602,1023,1
2188,602,450,1
2189,602,817,1
2190,603,830,1
2191,603,79,1
2192,605,648,1
2193,605,1101,1
2194,605,848,1
2195,605,327,1
2196,609,401,1
2197,609,296,1
2198,609,673,1
2199,609,902,1
2200,609,548,1
2201,609,1066,1
2202,609,510,1
2203,609,717,1
2204,609,383,1
2205,609,77,1
2206,611,286,1
2207,611,160,1
2208,611,435,1
2209,611,328,1
2210,611,532,1
2211,611,989,1
2212,611,292,1
2213,611,446,1
2214,611,987,1
2215,611,589,1
2216,611,991,1
2217,611,443,1
2218,611,961,1
2219,611,280,1
2220,611,865,1
2221,611,460,1
2222,611,1022,1
2223,611,680,1
2224,611,34,1
2225,611,649,1
2226,611,118,1
2227,611,1000,1
2228,611,415,1
2229,613,486,1
2230,613,785,1
2231,613,977,1
2232,613,742,1
2233,614,648,1
2234,614,1026,1
2235,614,489,1
2236,614,270,1
2237,615,763,1
2238,616,921,1
2239,616,867,1
2240,616,548,1
2241,616,95,1
2242,616,21,1
2243,616,653,1
2244,616,898,1
2245,617,209,1
2246,617,867,1
2247,617,475,1
2248,617,868,1
2249,620,157,1
2250,620,1067,1
2251,624,141,1
2252,624,77,1
2253,624,874,1
2254,624,174,1
2255,628,1072,1
2256,628,559,1
2257,628,737,1
2258,628,917,1
2259,628,104,1
2260,628,948,1
2261,628,764,1
2262,628,245,1
2263,628,1003,1
2264,628,466,1
2265,628,990,1
2266,628,286,1
2267,628,21,1
2268,628,242,1
2269,628,1051,1
2270,628,944,1
2271,628,1115,1
2272,628,631,1
2273,628,1064,1
2274,628,906,1
2275,628,645,1
2276,628,976,1
2277,628,782,1
2278,628,1022,1
2279,629,352,1
2280,629,83,1
2281,629,961,1
2282,629,754,1
2283,629,269,1
2284,629,361,1
2285,629,1117,1
2286,629,21,1
2287,629,85,1
2288,629,928,1
2289,629,185,1
2290,629,582,1
2291,629,280,1
2292,634,812,1
2293,638,654,1
2294,640,848,1
2295,640,177,1
2296,640,34,1
2297,640,411,1
2298,640,1066,1
2299,640,448,1
2300,640,1032,1
2301,640,167,1
2302,640,79,1
2303,640,477,1
2304,640,119,1
2305,640,221,1
2306,640,989,1
2307,640,595,1
2308,640,426,1
2309,640,654,1
2310,640,536,1
2311,640,118,1
2312,640,55,1
2313,640,655,1
2314,640,765,1
2315,641,772,1
2316,641,860,1
2317,641,451,1
2318,641,166,1
2319,641,1095,1
2320,641,338,1
2321,642,157,1
2322,645,409,1
2323,645,292,1
2324,645,196,1
2325,645,906,1
2326,645,843,1
2327,645,917,1
2328,645,4,1
2329,645,628,1
2330,645,889,1
2331,645,1022,1
2332,645,21,1
2333,645,944,1
2334,648,245,1
2335,648,912,1
2336,648,328,1
2337,648,703,1
2338,648,4,1
2339,648,680,1
2340,648,423,1
2341,648,685,1
2342,648,24,1
2343,648,755,1
2344,648,475,1
2345,648,980,1
2346,648,356,1
2347,648,852,1
2348,648,985,1
2349,648,987,1
2350,648,428,1
2351,648,976,1
2352,648,99,1
2353,648,125,1
2354,648,589,1
2355,648,1061,1
2356,648,756,1
2357,648,500,1
2358,648,986,1
2359,648,576,1
2360,648,280,1
2361,648,192,1
2362,648,445,1
2363,648,1030,1
2364,648,629,1
2365,648,989,1
2366,648,329,1
2367,648,1043,1
2368,648,48,1
2369,648,917,1
2370,648,944,1
2371,648,21,1
2372,648,415,1
2373,648,327,1
2374,648,1090,1
2375,648,479,1
2376,648,270,1
2377,648,171,1
2378,648,951,1
2379,648,273,1
2380,648,1058,1
2381,648,922,1
2382,648,1032,1
2383,648,185,1
2384,648,204,1
2385,648,1033,1
2386,648,726,1
2387,648,221,1
2388,648,948,1
2389,648,898,1
2390,648,1055,1
2391,648,774,1
2392,648,1022,1
2393,648,728,1
2394,649,83,1
2395,649,185,1
2396,649,495,1
2397,649,733,1
2398,649,532,1
2399,649,125,1
2400,649,987,1
2401,649,426,1
2402,653,1032,1
2403,653,867,1
2404,653,917,1
2405,653,1091,1
2406,653,616,1
2407,653,378,1
2408,653,21,1
2409,653,736,1
2410,653,536,1
2411,653,305,1
2412,653,292,1
2413,653,918,1
2414,654,817,1
2415,654,917,1
2416,654,1003,1
2417,654,995,1
2418,654,638,1
2419,654,329,1
2420,654,852,1
2421,654,364,1
2422,654,370,1
2423,654,411,1
2424,654,163,1
2425,655,34,1
2426,655,314,1
2427,655,212,1
2428,655,1040,1
2429,655,1117,1
2430,655,475,1
2431,655,869,1
2432,655,393,1
2433,655,1058,1
2434,655,349,1
2435,655,1032,1
2436,655,48,1
2437,655,846,1
2438,655,448,1
2439,655,664,1
2440,655,292,1
2441,655,79,1
2442,655,364,1
2443,655,983,1
2444,655,157,1
2445,660,242,1
2446,660,245,1
2447,660,21,1
2448,660,24,1
2449,660,34,1
2450,660,917,1
2451,661,1058,1
2452,661,157,1
2453,664,95,1
2454,664,922,1
2455,664,676,1
2456,664,1111,1
2457,664,125,1
2458,664,867,1
2459,664,212,1
2460,674,637,1
2461,674,280,1
2462,676,764,1
2463,676,95,1
2464,676,664,1
2465,676,50,1
2466,676,1106,1
2467,676,680,1
2468,676,1111,1
2469,679,4,1
2470,679,136,1
2471,679,328,1
2472,679,985,1
2473,680,125,1
2474,680,676,1
2475,680,763,1
2476,680,500,1
2477,680,495,1
2478,680,1055,1
2479,680,777,1
2480,680,1061,1
2481,680,991,1
2482,680,10,1
2483,680,83,1
2484,680,961,1
2485,680,733,1
2486,680,460,1
2487,680,611,1
2488,680,501,1
2489,680,362,1
2490,680,225,1
2491,681,713,1
2492,681,588,1
2493,685,867,1
2494,685,896,1
2495,685,676,1
2496,685,648,1
2497,685,328,1
2498,685,785,1
2499,685,759,1
2500,685,1094,1
2501,687,800,1
2502,687,387,1
2503,691,766,1
2504,691,883,1
2505,691,754,1
2506,691,720,1
2507,691,588,1
2508,691,855,1
2509,691,1090,1
2510,691,576,1
2511,691,443,1
2512,691,416,1
2513,691,518,1
2514,691,958,1
2515,691,582,1
2516,691,812,1
2517,691,884,1
2518,691,648,1
2519,700,82,1
2520,700,4,1
2521,700,728,1
2522,702,56,1
2523,702,706,1
2524,703,94,1
2525,703,270,1
2526,703,898,1
2527,703,726,1
2528,705,866,1
2529,705,582,1
2530,705,989,1
2531,705,1033,1
2532,705,99,1
2533,705,1065,1
2534,705,898,1
2535,705,402,1
2536,705,328,1
2537,705,867,1
2538,705,960,1
2539,713,172,1
2540,713,443,1
2541,713,898,1
2542,713,454,1
2543,713,1033,1
2544,713,691,1
2545,713,218,1
2546,713,214,1
2547,713,681,1
2548,713,812,1
2549,713,319,1
2550,713,736,1
2551,713,774,1
2552,715,602,1
2553,715,867,1
2554,715,755,1
2555,715,141,1
2556,715,89,1
2557,715,1003,1
2558,715,737,1
2559,715,727,1
2560,715,1041,1
2561,719,867,1
2562,721,582,1
2563,723,736,1
2564,723,292,1
2565,723,296,1
2566,723,370,1
2567,723,260,1
2568,723,1058,1
2569,723,1015,1
2570,723,922,1
2571,723,444,1
2572,723,734,1
2573,723,1018,1
2574,723,287,1
2575,723,1004,1
2576,723,844,1
2577,724,79,1
2578,724,14,1
2579,726,423,1
2580,726,912,1
2581,727,450,1
2582,727,552,1
2583,727,884,1
2584,727,715,1
2585,727,174,1
2586,727,898,1
2587,727,867,1
2588,727,89,1
2589,727,1003,1
2590,727,928,1
2591,727,774,1
2592,727,713,1
2593,727,951,1
2594,727,736,1
2595,727,966,1
2596,727,548,1
2597,727,887,1
2598,727,648,1
2599,727,328,1
2600,727,602,1
2601,727,882,1
2602,727,402,1
2603,727,1065,1
2604,727,515,1
2605,727,1028,1
2606,727,1033,1
2607,728,732,1
2608,728,24,1
2609,728,700,1
2610,728,887,1
2611,728,1065,1
2612,729,582,1
2613,729,269,1
2614,729,393,1
2615,729,223,1
2616,729,301,1
2617,732,728,1
2618,732,257,1
2619,733,10,1
2620,733,83,1
2621,733,961,1
2622,733,426,1
2623,733,589,1
2624,733,509,1
2625,733,460,1
2626,733,334,1
2627,733,495,1
2628,733,532,1
2629,737,1033,1
2630,737,1022,1
2631,737,292,1
2632,737,89,1
2633,737,843,1
2634,737,917,1
2635,737,21,1
2636,737,286,1
2637,740,79,1
2638,740,141,1
2639,740,1003,1
2640,740,89,1
2641,740,727,1
2642,740,1072,1
2643,740,624,1
2644,743,883,1
2645,743,576,1
2646,743,319,1
2647,743,416,1
2648,743,944,1
2649,743,2,1
2650,743,392,1
2651,745,837,1
2652,745,833,1
2653,745,407,1
2654,745,994,1
2655,745,460,1
2656,745,403,1
2657,745,1095,1
2658,745,823,1
2659,745,575,1
2660,745,217,1
2661,745,987,1
2662,745,79,1
2663,745,772,1
2664,746,967,1
2665,746,269,1
2666,746,1066,1
2667,746,63,1
2668,746,999,1
2669,746,935,1
2670,746,1102,1
2671,746,458,1
2672,746,210,1
2673,748,867,1
2674,749,1001,1
2675,749,354,1
2676,749,308,1
2677,749,249,1
2678,751,290,1
2679,754,648,1
2680,754,305,1
2681,754,274,1
2682,754,999,1
2683,754,967,1
2684,754,881,1
2685,754,1113,1
2686,754,95,1
2687,754,279,1
2688,754,582,1
2689,754,81,1
2690,754,515,1
2691,754,705,1
2692,754,564,1
2693,754,99,1
2694,754,746,1
2695,754,430,1
2696,754,1065,1
2697,754,928,1
2698,754,27,1
2699,755,1041,1
2700,755,727,1
2701,755,996,1
2702,755,848,1
2703,755,141,1
2704,755,443,1
2705,755,867,1
2706,755,869,1
2707,756,789,1
2708,756,479,1
2709,756,614,1
2710,756,270,1
2711,757,867,1
2712,759,1094,1
2713,759,302,1
2714,759,867,1
2715,761,79,1
2716,761,903,1
2717,761,528,1
2718,761,980,1
2719,763,865,1
2720,763,867,1
2721,763,680,1
2722,763,1087,1
2723,763,149,1
2724,763,764,1
2725,763,664,1
2726,763,1111,1
2727,763,532,1
2728,764,944,1
2729,764,906,1
2730,764,559,1
2731,764,280,1
2732,764,1032,1
2733,764,648,1
2734,764,645,1
2735,764,985,1
2736,764,196,1
2737,764,676,1
2738,764,34,1
2739,764,1022,1
2740,764,245,1
2741,764,423,1
2742,764,409,1
2743,764,242,1
2744,765,456,1
2745,765,817,1
2746,765,536,1
2747,765,118,1
2748,765,177,1
2749,765,369,1
2750,765,167,1
2751,766,691,1
2752,770,976,1
2753,770,928,1
2754,770,292,1
2755,770,239,1
2756,772,1095,1
2757,772,528,1
2758,772,79,1
2759,772,823,1
2760,772,987,1
2761,772,403,1
2762,772,589,1
2763,772,425,1
2764,772,31,1
2765,772,833,1
2766,772,641,1
2767,772,407,1
2768,772,837,1
2769,772,390,1
2770,772,603,1
2771,772,185,1
2772,772,7,1
2773,772,85,1
2774,773,79,1
2775,774,393,1
2776,774,989,1
2777,774,742,1
2778,774,273,1
2779,774,524,1
2780,774,966,1
2781,774,1033,1
2782,774,727,1
2783,774,552,1
2784,774,1065,1
2785,774,867,1
2786,774,648,1
2787,775,928,1
2788,775,423,1
2789,775,287,1
2790,775,21,1
2791,775,292,1
2792,775,945,1
2793,775,605,1
2794,775,175,1
2795,775,857,1
2796,775,328,1
2797,775,519,1
2798,775,1101,1
2799,777,500,1
2800,777,680,1
2801,777,495,1
2802,777,460,1
2803,777,816,1
2804,777,961,1
2805,777,185,1
2806,777,125,1
2807,778,436,1
2808,779,775,1
2809,779,328,1
2810,779,268,1
2811,779,995,1
2812,782,817,1
2813,782,901,1
2814,782,24,1
2815,782,247,1
2816,782,929,1
2817,782,1058,1
2818,782,374,1
2819,782,1072,1
2820,782,287,1
2821,782,95,1
2822,782,1032,1
2823,782,609,1
2824,782,1065,1
2825,782,948,1
2826,782,902,1
2827,782,21,1
2828,782,673,1
2829,782,370,1
2830,782,976,1
2831,782,515,1
2832,782,628,1
2833,785,685,1
2834,785,613,1
2835,786,1005,1
2836,786,259,1
2837,786,898,1
2838,786,821,1
2839,787,691,1
2840,787,743,1
2841,787,416,1
2842,787,91,1
2843,788,855,1
2844,788,519,1
2845,788,2,1
2846,791,588,1
2847,794,1003,1
2848,797,1033,1
2849,800,687,1
2850,800,887,1
2851,806,1067,1
2852,806,367,1
2853,806,874,1
2854,806,1097,1
2855,806,77,1
2856,806,953,1
2857,806,902,1
2858,806,374,1
2859,806,844,1
2860,807,1113,1
2861,807,465,1
2862,807,836,1
2863,807,1023,1
2864,812,218,1
2865,812,713,1
2866,812,896,1
2867,812,1065,1
2868,812,319,1
2869,812,750,1
2870,812,446,1
2871,812,247,1
2872,812,172,1
2873,812,868,1
2874,812,691,1
2875,812,1113,1
2876,812,454,1
2877,812,681,1
2878,812,465,1
2879,812,705,1
2880,812,824,1
2881,812,1053,1
2882,812,65,1
2883,812,214,1
2884,812,712,1
2885,812,867,1
2886,812,1023,1
2887,812,727,1
2888,812,574,1
2889,812,1081,1
2890,812,1010,1
2891,813,196,1
2892,813,482,1
2893,813,446,1
2894,816,987,1
2895,816,976,1
2896,816,446,1
2897,816,364,1
2898,816,648,1
2899,816,948,1
2900,816,171,1
2901,816,961,1
2902,816,460,1
2903,816,611,1
2904,816,108,1
2905,816,75,1
2906,817,1065,1
2907,817,567,1
2908,817,602,1
2909,817,765,1
2910,817,34,1
2911,817,654,1
2912,817,221,1
2913,817,167,1
2914,817,157,1
2915,817,456,1
2916,817,1003,1
2917,817,595,1
2918,817,459,1
2919,817,588,1
2920,817,2,1
2921,817,1058,1
2922,817,118,1
2923,817,736,1
2924,817,867,1
2925,817,536,1
2926,821,259,1
2927,821,518,1
2928,821,786,1
2929,821,744,1
2930,824,118,1
2931,824,446,1
2932,824,882,1
2933,824,225,1
2934,825,1033,1
2935,825,530,1
2936,825,50,1
2937,828,586,1
2938,829,575,1
2939,833,772,1
2940,833,79,1
2941,833,217,1
2942,833,745,1
2943,834,928,1
2944,834,519,1
2945,834,779,1
2946,835,519,1
2947,835,2,1
2948,835,928,1
2949,835,855,1
2950,837,1042,1
2951,837,575,1
2952,837,823,1
2953,837,425,1
2954,837,987,1
2955,837,7,1
2956,837,528,1
2957,837,745,1
2958,837,961,1
2959,837,772,1
2960,837,85,1
2961,837,217,1
2962,842,961,1
2963,842,589,1
2964,842,495,1
2965,842,987,1
2966,842,1099,1
2967,842,85,1
2968,842,777,1
2969,842,10,1
2970,843,737,1
2971,843,906,1
2972,843,466,1
2973,843,628,1
2974,843,1003,1
2975,843,286,1
2976,843,645,1
2977,843,1032,1
2978,843,1022,1
2979,843,292,1
2980,843,245,1
2981,843,104,1
2982,846,48,1
2983,846,655,1
2984,846,334,1
2985,846,393,1
2986,846,1040,1
2987,846,314,1
2988,846,1117,1
2989,846,475,1
2990,846,17,1
2991,846,869,1
2992,846,329,1
2993,846,21,1
2994,846,287,1
2995,848,640,1
2996,848,655,1
2997,848,364,1
2998,848,567,1
2999,848,55,1
3000,848,477,1
3001,848,755,1
3002,848,426,1
3003,851,782,1
3004,851,989,1
3005,851,292,1
3006,851,996,1
3007,851,901,1
3008,851,484,1
3009,851,157,1
3010,852,654,1
3011,852,1002,1
3012,852,292,1
3013,852,691,1
3014,852,648,1
3015,852,1003,1
3016,852,364,1
3017,855,883,1
3018,855,958,1
3019,855,944,1
3020,855,788,1
3021,855,691,1
3022,857,561,1
3023,857,907,1
3024,857,428,1
3025,857,86,1
3026,857,389,1
3027,857,633,1
3028,857,502,1
3029,865,1018,1
3030,865,867,1
3031,865,444,1
3032,865,287,1
3033,865,548,1
3034,865,411,1
3035,865,383,1
3036,865,898,1
3037,865,611,1
3038,865,763,1
3039,865,292,1
3040,865,976,1
3041,865,673,1
3042,865,640,1
3043,865,459,1
3044,865,1067,1
3045,865,989,1
3046,867,490,1
3047,867,21,1
3048,867,582,1
3049,867,996,1
3050,867,201,1
3051,867,1091,1
3052,867,34,1
3053,867,402,1
3054,867,620,1
3055,867,616,1
3056,867,717,1
3057,867,407,1
3058,867,54,1
3059,867,917,1
3060,867,1067,1
3061,867,705,1
3062,867,352,1
3063,867,265,1
3064,867,4,1
3065,867,320,1
3066,867,588,1
3067,867,477,1
3068,867,649,1
3069,867,967,1
3070,867,723,1
3071,867,421,1
3072,867,95,1
3073,867,1116,1
3074,867,887,1
3075,867,270,1
3076,867,1051,1
3077,867,273,1
3078,867,653,1
3079,867,542,1
3080,867,519,1
3081,867,10,1
3082,867,782,1
3083,867,548,1
3084,867,260,1
3085,867,533,1
3086,867,770,1
3087,867,648,1
3088,867,951,1
3089,867,715,1
3090,867,966,1
3091,867,312,1
3092,867,538,1
3093,867,358,1
3094,867,928,1
3095,867,748,1
3096,867,430,1
3097,867,83,1
3098,867,1117,1
3099,867,26,1
3100,867,736,1
3101,867,247,1
3102,867,279,1
3103,867,1004,1
3104,867,772,1
3105,867,77,1
3106,867,1041,1
3107,867,510,1
3108,867,817,1
3109,867,353,1
3110,867,755,1
3111,867,385,1
3112,867,479,1
3113,867,629,1
3114,867,912,1
3115,868,329,1
3116,868,1033,1
3117,868,446,1
3118,868,475,1
3119,868,1113,1
3120,868,402,1
3121,868,214,1
3122,868,691,1
3123,869,655,1
3124,869,378,1
3125,869,1040,1
3126,869,755,1
3127,869,867,1
3128,869,334,1
3129,869,385,1
3130,869,846,1
3131,869,443,1
3132,869,1091,1
3133,871,548,1
3134,871,1067,1
3135,871,1066,1
3136,871,79,1
3137,874,723,1
3138,874,401,1
3139,874,287,1
3140,874,383,1
3141,874,673,1
3142,874,510,1
3143,874,367,1
3144,874,77,1
3145,874,806,1
3146,874,624,1
3147,874,953,1
3148,874,844,1
3149,874,921,1
3150,880,986,1
3151,880,356,1
3152,880,774,1
3153,880,966,1
3154,881,238,1
3155,881,272,1
3156,881,789,1
3157,881,1102,1
3158,881,1066,1
3159,881,999,1
3160,881,935,1
3161,881,499,1
3162,881,754,1
3163,881,1057,1
3164,883,416,1
3165,883,928,1
3166,883,855,1
3167,883,325,1
3168,884,1023,1
3169,884,728,1
3170,884,24,1
3171,884,887,1
3172,884,727,1
